,product_uid,material
1547651,201185.0,FOAM
1547678,201187.0,Metal
1547868,201193.0,Wood
1547957,201196.0,Steel
1548022,201199.0,Solid Surface
1548098,201203.0,Stainless Steel
1548206,201209.0,Plastic
1548226,201210.0,Steel
1548329,201215.0,Steel
1548362,201216.0,Glass
1548374,201217.0,Resin
1548458,201221.0,Steel
1548472,201222.0,HDPE(High Density Polethylene)
1548473,201222.0,Polyethylene
1548540,201224.0,Steel
1548592,201227.0,Steel
1548610,201228.0,Galvanized Steel
1548740,201234.0,Metal
1548782,201236.0,Steel
1548834,201238.0,Solid Brass
1548855,201239.0,Cast Metal
1548952,201243.0,Brass
1548974,201244.0,Vinyl
1548990,201245.0,Other
1549099,201250.0,Glass
1549122,201252.0,Steel
1549276,201259.0,Acrylic
1549294,201260.0,Composite
1549357,201263.0,Polyurethane
1549383,201264.0,Stainless Steel
1549444,201267.0,Ceramic
1549445,201267.0,Porcelain
1549520,201271.0,Brass
1549545,201272.0,Iron
1549684,201278.0,Steel
1549704,201279.0,Plastic
1549817,201283.0,"Finials resin, poles and supports steel"
1549818,201283.0,Resin
1549847,201284.0,Vinyl
1549868,201285.0,Steel
1549909,201287.0,Rubber
1549939,201288.0,Solid Brass
1549999,201291.0,Plastic
1550014,201292.0,Cloth
1550039,201293.0,Aluminum
1550051,201294.0,Plastic
1550071,201295.0,PVC
1550095,201296.0,Metal
1550107,201297.0,Metal
1550154,201301.0,Steel
1550246,201306.0,Vitreous China
1550357,201312.0,Wood
1550376,201313.0,Particle Board
1550391,201314.0,PVC
1550413,201315.0,Quartz
1550619,201324.0,Acrylic
1550634,201325.0,Wood
1550665,201327.0,Metal
1550787,201335.0,PVC
1550861,201339.0,Wood
1550934,201343.0,Quartz
1550954,201344.0,Other
1550974,201345.0,Vinyl
1551011,201346.0,Fabric
1551104,201349.0,Fir
1551198,201354.0,Solid Brass
1551251,201357.0,Pine
1551268,201359.0,Steel
1551306,201361.0,Fabric
1551427,201366.0,Wood
1551535,201372.0,Medium Density Fiberboard (MDF)
1551686,201379.0,Copper
1551929,201388.0,Vinyl
1552097,201394.0,Brazing rod
1552148,201396.0,Vinyl
1552170,201398.0,Vinyl
1552193,201399.0,Copper
1552325,201406.0,Metal
1552425,201412.0,Pine
1552474,201414.0,Plastic
1552517,201416.0,Steel
1552596,201418.0,Solid Brass
1552745,201422.0,Fiberglass
1552788,201423.0,Laminate
1552789,201423.0,HDF
1552805,201424.0,Plastic
1552840,201426.0,Metal
1552918,201429.0,Plastic
1553076,201436.0,Aluminum
1553096,201437.0,Nylon
1553121,201439.0,Plastic
1553214,201443.0,Plastic
1553317,201447.0,Metal
1553341,201448.0,Metal
1553367,201449.0,Stainless Steel - DZR Brass
1553384,201450.0,Metal
1553582,201459.0,Steel
1553814,201470.0,Brass
1553882,201473.0,Metal
1553953,201476.0,Polyurethane
1554058,201482.0,Metal
1554076,201483.0,Zinc
1554102,201484.0,Vitreous China
1554139,201485.0,Solid Brass
1554239,201491.0,Aluminum
1554290,201494.0,Fiberglass
1554305,201495.0,Brass
1554343,201497.0,Brass
1554359,201498.0,Other
1554392,201500.0,Cast Iron
1554414,201501.0,Aluminum
1554441,201502.0,Metal
1554466,201503.0,Fabric
1554495,201505.0,Steel
1554599,201510.0,Acrylic
1554631,201511.0,Wood
1554695,201513.0,Steel
1554726,201516.0,Steel
1554771,201518.0,Galvanized Steel
1554813,201520.0,Aluminum
1554829,201521.0,Composite
1555065,201532.0,Plastic
1555084,201533.0,Plastic
1555253,201539.0,Aluminum
1555387,201544.0,Fabric
1555424,201546.0,Vikrell
1555484,201548.0,Wood
1555543,201550.0,Pine and Painted MDF
1555710,201558.0,Solid Brass
1555746,201560.0,Vitreous China
1555825,201563.0,Cast Iron
1555870,201565.0,Steel
1555969,201570.0,Flexible Carbon Film
1556027,201573.0,Metal
1556097,201578.0,Mahogany
1556151,201580.0,Vinyl
1556198,201582.0,Polypropylene
1556243,201584.0,Vitreous China
1556530,201594.0,Glass
1556676,201601.0,Polyethylene
1556717,201603.0,Plastic
1556747,201604.0,Polyethylene
1556876,201610.0,Wood
1556897,201611.0,Aluminum
1557113,201618.0,Metal
1557132,201619.0,Zinc
1557319,201626.0,Cast Metal
1557346,201627.0,Wood
1557357,201628.0,Cotton
1557415,201630.0,Steel
1557428,201631.0,Vinyl
1557442,201632.0,Metal
1557617,201642.0,Aluminum
1557788,201650.0,Metal
1557895,201654.0,Fiberglass
1558053,201662.0,Polyester
1558083,201663.0,Granite
1558171,201668.0,Brass
1558205,201669.0,Glass
1558221,201671.0,Plastic
1558276,201673.0,Brass
1558291,201674.0,Glass
1558376,201677.0,Vinyl
1558474,201680.0,Brass
1558495,201681.0,Steel
1558528,201684.0,A composition of MDF(medium density fiberboard) board and multiple layers of impregnated papers and Aluminum Oxide.   With HDF (high-density fiberboard) Core - Superior performing inner core that resists surface spills or moisture from the subfloor.
1558529,201684.0,Laminate
1558544,201685.0,Metal
1558562,201686.0,Wood
1558678,201691.0,Steel
1558738,201694.0,Paper
1558817,201698.0,Vinyl
1558851,201699.0,Polypropelene
1558874,201700.0,Brass
1559002,201706.0,Rubber
1559018,201707.0,Plastic
1559067,201709.0,Metal
1559184,201715.0,Microfiber
1559208,201716.0,Aluminum
1559346,201722.0,Wire
1559456,201726.0,Vitreous China
1559475,201727.0,Steel
1559548,201730.0,Plastic
1559735,201741.0,Brass
1559771,201743.0,Medium Density Fiberboard (MDF)
1559845,201747.0,Fiberglass
1559888,201749.0,Steel
1559930,201752.0,Galvanized Steel
1560165,201761.0,Galvanized Steel
1560267,201766.0,Metal
1560320,201769.0,Composite
1560390,201771.0,Steel
1560424,201772.0,Steel
1560468,201774.0,PVC
1560508,201777.0,Galvanized Steel
1560553,201780.0,Plastic
1560691,201786.0,PVC
1560955,201798.0,Cast Iron
1560978,201799.0,Aluminum
1561014,201801.0,Glass
1561062,201804.0,Glass
1561082,201805.0,Steel
1561137,201807.0,Olefin
1561203,201809.0,Laminate
1561226,201810.0,Ceramic
1561263,201812.0,Metal
1561334,201816.0,Galvanized Steel
1561370,201818.0,Acrylic
1561425,201820.0,Brass
1561444,201821.0,Metal
1561463,201822.0,Plastic
1561500,201824.0,Poly Lactic Acid (PLA)
1561564,201827.0,Copper
1561673,201831.0,Brass
1561717,201834.0,Wood
1561740,201835.0,Vinyl
1561787,201837.0,Aluminum
1561885,201842.0,Plastic
1561984,201846.0,Brass
1562018,201847.0,Granite
1562078,201849.0,Wood
1562193,201854.0,Steel
1562234,201856.0,Pine
1562323,201860.0,Cast Metal
1562403,201863.0,Wood
1562487,201866.0,Steel
1562530,201868.0,Laminate
1562531,201868.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1562566,201869.0,Metal
1562601,201871.0,Steel
1562622,201872.0,PVC
1562647,201875.0,Concrete
1562670,201876.0,Vinyl
1562755,201879.0,Acrylic
1562838,201882.0,Wood
1562885,201883.0,Wood
1562960,201886.0,Other
1562974,201887.0,Medium Density Fiberboard (MDF)
1563138,201894.0,Solid Brass
1563175,201896.0,Steel
1563193,201897.0,Steel
1563217,201898.0,Plastic and Metal
1563235,201899.0,PVC
1563289,201901.0,Vitreous China
1563413,201906.0,Wood
1563414,201906.0,Solid Hardwoods & Veneer
1563470,201908.0,Porcelain
1563489,201910.0,Copper
1563503,201911.0,Zinc Coated
1563504,201911.0,Galvanized Steel
1563517,201912.0,Plastic
1563533,201914.0,Metal
1563543,201916.0,Plastic
1563555,201917.0,Stainless Steel
1563583,201918.0,Granite
1563642,201921.0,Other
1563768,201926.0,Polyurethane
1563869,201930.0,Brass
1564009,201935.0,PVC
1564084,201939.0,Metal
1564136,201941.0,Cast Iron
1564213,201945.0,Steel
1564226,201946.0,Steel
1564305,201949.0,PVC
1564323,201950.0,Brass
1564339,201951.0,Metal
1564391,201953.0,Brass
1564533,201959.0,Metal
1564596,201962.0,Cement
1564642,201964.0,Other
1564685,201965.0,Composite
1564715,201967.0,Aluminum
1564782,201970.0,Zinc
1564797,201971.0,Plastic
1564829,201972.0,Wood
1564956,201979.0,nylon
1564982,201980.0,Composite
1565002,201981.0,Wood
1565059,201983.0,Cast Metal
1565060,201983.0,ZINC
1565153,201987.0,Steel
1565255,201993.0,Aluminum
1565300,201995.0,Vinyl
1565314,201996.0,Plastic
1565423,202002.0,Wood
1565587,202008.0,Plastic
1565691,202011.0,Cedar
1565821,202016.0,Plastic
1565841,202017.0,Steel
1565886,202019.0,Metal
1565955,202023.0,Aluminum
1565999,202025.0,Metal
1566207,202032.0,Acrylic
1566223,202033.0,Other
1566262,202035.0,Aluminum
1566290,202036.0,Other
1566382,202041.0,Cast Metal
1566501,202049.0,Zinc
1566658,202056.0,Brass
1566706,202058.0,Aluminum
1566779,202063.0,Glass
1566887,202067.0,Metal
1566934,202069.0,Composite
1566984,202071.0,Steel
1567081,202074.0,Vinyl
1567141,202079.0,Steel
1567185,202081.0,Polyurethane
1567250,202085.0,PVC
1567323,202088.0,Steel
1567473,202095.0,Medium Density Fiberboard (MDF)
1567491,202096.0,Steel
1567526,202097.0,Fiberglass
1567557,202098.0,Cast Acrylic
1567558,202098.0,Acrylic
1567585,202099.0,Glass
1567683,202103.0,Fiberglass
1567837,202112.0,Polyester mesh
1568307,202132.0,Metal
1568385,202135.0,Stainless Steel
1568409,202136.0,Iron
1568527,202142.0,Porcelain-Enameled Cast Iron
1568644,202147.0,Metal
1568694,202149.0,Acrylic
1568766,202151.0,Vinyl
1568784,202152.0,Galvanized Steel
1568836,202154.0,Acrylic
1568941,202160.0,Vinyl
1568967,202161.0,Laminate
1568988,202162.0,Cast Iron
1569065,202165.0,Wood
1569102,202166.0,Fiberglass
1569118,202167.0,Metal
1569139,202168.0,Metal
1569389,202182.0,Other
1569409,202183.0,Wood
1569607,202194.0,Zinc Coated
1569608,202194.0,Galvanized Steel
1569652,202196.0,Steel
1569672,202197.0,Other
1569789,202203.0,Polycarbonate
1569850,202206.0,Steel
1569903,202208.0,Plastic
1569920,202209.0,Plastic
1569961,202212.0,Brass
1569980,202213.0,Steel
1570045,202217.0,Plastic
1570087,202219.0,Metal
1570133,202221.0,Steel
1570177,202224.0,Polyurethane
1570246,202227.0,Steel
1570330,202231.0,Metal
1570354,202233.0,PVC
1570483,202238.0,Composite
1570506,202239.0,Copper
1570682,202245.0,Bamboo
1570921,202252.0,Acrylonitrile Butadiene Styrene (ABS)
1571044,202257.0,Vinyl
1571106,202260.0,Vinyl
1571171,202263.0,Metal
1571191,202264.0,Galvanized Steel
1571270,202269.0,Steel
1571300,202271.0,Vinyl
1571392,202274.0,Plastic
1571417,202275.0,Metal
1571459,202278.0,Pine
1571478,202279.0,Frame: 100% Mahogany; Content: Split Kubu Normal Weaving
1571518,202281.0,Nylon
1571550,202282.0,Wood
1571729,202288.0,Vinyl
1572073,202302.0,Composite
1572111,202304.0,Solid Brass
1572147,202306.0,Steel
1572221,202309.0,Plastic
1572311,202313.0,Composite
1572337,202314.0,Polyester
1572378,202316.0,Cast Metal
1572409,202317.0,Cast Iron
1572454,202319.0,Plastic
1572476,202320.0,Ceramic
1572504,202322.0,Stone
1572550,202324.0,Glass
1572657,202329.0,Steel
1572715,202331.0,Metal
1572807,202335.0,Laminate
1572808,202335.0,HDF Core Board
1572856,202337.0,Cast Iron
1572903,202339.0,Acrylonitrile Butadiene Styrene (ABS)
1572951,202340.0,Metal
1572984,202342.0,Metal
1572999,202343.0,Steel
1573029,202345.0,Acrylic
1573050,202346.0,Steel
1573141,202351.0,Cross-Linked Polyethylene (PEX)
1573218,202353.0,Steel
1573239,202354.0,Zinc
1573288,202356.0,Laminate
1573289,202356.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1573347,202359.0,Plastic
1573464,202365.0,Bronze
1573575,202371.0,Brass
1573669,202375.0,Composite
1573687,202376.0,Laminate
1573715,202379.0,Aluminum
1573773,202382.0,Aluminum
1573789,202384.0,Metal
1573831,202385.0,Fiberglass
1573851,202386.0,Plastic
1574006,202393.0,Composite
1574065,202396.0,Plastic
1574118,202398.0,Fabric
1574169,202399.0,Fiberglass
1574275,202405.0,Metal
1574296,202406.0,Brass
1574316,202407.0,Plastic
1574328,202408.0,Aluminum
1574349,202409.0,Brass
1574400,202411.0,Metal
1574413,202412.0,Plastic
1574503,202415.0,Composite
1574801,202429.0,Acrylonitrile Butadiene Styrene (ABS)
1574837,202431.0,Brass
1575019,202439.0,Brass
1575246,202448.0,Other
1575277,202449.0,Nylon
1575324,202452.0,Plastic
1575340,202453.0,Aluminum
1575358,202454.0,Galvanized Steel
1575412,202457.0,Other
1575442,202460.0,Plastic
1575456,202461.0,Brass
1575477,202462.0,Polypropylene drawers and metal frame
1575502,202464.0,Metal / Wood / 3mm Glass
1575524,202465.0,Aluminum
1575554,202466.0,Aluminum
1575624,202468.0,Vinyl
1575708,202471.0,Bamboo
1575755,202473.0,Fabric
1575798,202475.0,Solid Surface
1575962,202480.0,PVC
1575978,202481.0,Laminate
1576021,202483.0,Nylon
1576038,202484.0,Galvanized Steel
1576065,202485.0,Polyurethane
1576115,202487.0,Brass
1576116,202487.0,Copper
1576177,202490.0,Aluminum
1576294,202496.0,Wood
1576469,202503.0,Steel
1576483,202504.0,Wood
1576512,202505.0,Wood
1576521,202506.0,Stainless Steel
1576539,202507.0,Copper
1576603,202509.0,Faux wood
1576635,202510.0,Metal
1576744,202515.0,Steel
1576853,202520.0,Cast Metal
1576854,202520.0,ZINC
1576889,202522.0,Polypropylene
1576909,202523.0,Acrylic
1576929,202524.0,Metal
1577199,202536.0,Steel
1577256,202540.0,Plastic
1577274,202541.0,Composite
1577345,202544.0,Solid Hardwoods & Veneer
1577346,202544.0,Wood
1577454,202548.0,Vitreous China
1577525,202551.0,Metal
1577579,202553.0,Acrylic
1577599,202554.0,Metal
1577615,202555.0,Steel
1577686,202558.0,Metal
1577872,202568.0,Wood
1577948,202570.0,Pine
1578024,202575.0,Plastic
1578079,202578.0,Faux Leather
1578123,202581.0,Aluminum
1578275,202587.0,Polyurethane
1578300,202588.0,Steel
1578356,202590.0,Wood
1578391,202591.0,Laminate
1578421,202592.0,Cast Iron
1578527,202596.0,Medium Density Fiberboard (MDF)
1578565,202598.0,Metal
1578582,202599.0,Galvanized Steel
1578601,202601.0,Plastic
1578692,202604.0,Vinyl
1578716,202605.0,Polyethylene
1578768,202607.0,Steel
1578788,202608.0,Plastic
1578816,202609.0,Wood
1578880,202614.0,Acrylic
1578984,202618.0,Copper
1579021,202620.0,Glass
1579172,202626.0,Cast Iron
1579200,202628.0,Wood
1579232,202630.0,Galvanized Steel
1579292,202634.0,Steel
1579351,202637.0,Wood
1579363,202638.0,Steel
1579494,202644.0,Acrylic
1579532,202645.0,Composite
1579551,202646.0,Polyurethane
1579570,202647.0,Brass
1579766,202657.0,Plastic
1579828,202661.0,Steel
1579844,202662.0,Aluminum
1579865,202663.0,Fiberboard
1579888,202665.0,Polyethylene
1579928,202667.0,Steel
1579929,202667.0,Steel/Ceramic
1580125,202676.0,Laminate
1580137,202677.0,Plastic
1580152,202678.0,Other
1580221,202683.0,PVC
1580285,202686.0,Plastic
1580309,202687.0,Brass
1580331,202688.0,Metal
1580344,202689.0,Solid Brass
1580457,202694.0,Steel
1580556,202698.0,Steel
1580651,202702.0,Composite
1580670,202703.0,Cast Iron
1580750,202706.0,Metal
1580830,202712.0,Various
1580864,202713.0,Acrylic
1580971,202716.0,Solid Brass
1581000,202717.0,Fiberglass
1581057,202721.0,Cast Metal
1581058,202721.0,ZINC
1581077,202722.0,Steel
1581088,202723.0,Aluminum
1581143,202725.0,Acrylic
1581183,202727.0,Fabric
1581290,202732.0,Metal
1581358,202734.0,Metal
1581394,202737.0,Acrylic
1581411,202738.0,PVC
1581432,202739.0,Stone
1581483,202741.0,Polypropylene
1581513,202743.0,Composite
1581530,202744.0,PVC
1581553,202745.0,Zinc
1581554,202745.0,Zinc/Brass
1581579,202746.0,Steel
1581604,202747.0,Steel
1581631,202748.0,Composite
1581683,202751.0,Metal
1581698,202752.0,Plastic
1581719,202753.0,Steel
1581777,202756.0,Stainless Steel
1581835,202758.0,Steel
1581890,202760.0,Wood
1581962,202765.0,Stainless Steel
1581993,202767.0,Iron Ferrite
1582112,202771.0,Cast Iron
1582244,202778.0,CERAMIC
1582245,202778.0,Ceramic
1582355,202784.0,PVC
1582411,202786.0,Metal
1582520,202793.0,Pine
1582549,202795.0,Wood
1582610,202799.0,Steel
1582723,202804.0,Other
1582791,202806.0,modo-acrylic
1582874,202809.0,Fiberglass
1582988,202815.0,Steel
1583004,202816.0,Steel
1583048,202818.0,Solid Hardwoods & Veneer
1583049,202818.0,Wood
1583070,202819.0,Steel
1583100,202820.0,Acrylic
1583126,202821.0,Steel
1583197,202825.0,Polyester
1583242,202827.0,Stainless Steel
1583314,202830.0,Wood
1583396,202836.0,Steel
1583409,202837.0,Concrete
1583502,202841.0,Vitreous China
1583520,202842.0,Aluminum
1583585,202845.0,Laminate
1583644,202848.0,PVC
1583718,202850.0,PVC
1583735,202851.0,Multi-Surface
1583800,202853.0,Steel
1583834,202854.0,Steel
1583867,202855.0,Steel
1583905,202857.0,Rubber
1583952,202859.0,Composite
1584104,202865.0,Steel
1584137,202867.0,wood
1584161,202868.0,Vinyl
1584345,202874.0,Plastic
1584372,202875.0,Steel
1584387,202876.0,Steel
1584447,202878.0,Solid Brass
1584465,202880.0,Wood
1584515,202882.0,Vinyl
1584609,202885.0,Steel
1584626,202886.0,Steel
1584700,202888.0,Steel
1584794,202891.0,Glass
1584916,202896.0,Acrylic
1585043,202901.0,Steel
1585086,202902.0,Fiberglass
1585122,202904.0,Hot-dipped galvanized steel
1585175,202906.0,Iron
1585196,202907.0,Metal
1585281,202911.0,Polypropylene
1585295,202912.0,Steel
1585330,202913.0,Wood
1585343,202914.0,Steel
1585506,202922.0,Concrete
1585715,202931.0,Steel
1585764,202933.0,Wood
1585852,202938.0,Vinyl
1585895,202940.0,Steel
1585931,202942.0,Wood
1585986,202945.0,Aluminum
1585987,202945.0,Plastic
1586030,202947.0,Laminate
1586031,202947.0,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
1586141,202953.0,Metal/wood
1586159,202954.0,Brass
1586236,202960.0,Glass
1586330,202964.0,Manufactured from laminated particle board
1586331,202964.0,Other
1586350,202965.0,Steel
1586400,202967.0,Composite
1586424,202968.0,Polypropylene
1586450,202969.0,Steel
1586457,202970.0,Metal
1586478,202971.0,Wood
1586513,202973.0,Steel
1586655,202978.0,Steel
1586794,202983.0,Metal
1586815,202984.0,Stainless Steel
1586845,202985.0,Polyester
1586871,202987.0,Metal
1587278,203003.0,Polyethylene
1587297,203004.0,Steel
1587313,203005.0,Stone
1587314,203005.0,Ceramic
1587442,203010.0,Wood
1587462,203011.0,Stainless Steel
1587493,203012.0,Plastic
1587541,203015.0,Galvanized Steel
1587610,203018.0,Plastic
1587633,203019.0,Vinyl
1587672,203020.0,Fiberglass
1587713,203022.0,Acrylic
1587748,203023.0,Polyester
1587770,203024.0,Stainless Steel
1587785,203025.0,Metal
1587883,203029.0,Wood
1587903,203030.0,Polyester
1587969,203032.0,Steel
1588013,203034.0,PVC
1588062,203036.0,Laminate
1588063,203036.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1588180,203041.0,Polyethylene
1588354,203047.0,Steel
1588425,203049.0,Plastic
1588558,203056.0,Polycarbonate
1588610,203058.0,Wood
1588635,203059.0,Wood
1588654,203060.0,Plastic
1588672,203061.0,Birch
1588691,203062.0,Steel
1588717,203063.0,Vinyl
1588730,203065.0,Fabric
1588775,203067.0,Steel
1588817,203070.0,Plastic
1588833,203071.0,Steel
1588853,203072.0,Brass
1588909,203074.0,Metal
1588926,203075.0,Plastic
1589086,203082.0,Aluminum
1589135,203085.0,Vinyl
1589163,203086.0,Vinyl
1589383,203096.0,Steel
1589439,203098.0,Birch
1589457,203100.0,Polyurethane
1589504,203102.0,Plastic
1589565,203104.0,Plastic
1589645,203108.0,Polyurethane
1589718,203111.0,PVC
1589873,203117.0,Aluminum
1589965,203121.0,Birch
1590266,203132.0,Polypropylene
1590322,203134.0,Stone
1590440,203139.0,Fabric
1590492,203141.0,Bronze
1590546,203143.0,Acrylic
1590586,203144.0,Stainless Steel
1590643,203146.0,Vinyl
1590686,203147.0,Fiberglass
1590702,203148.0,PVC
1590722,203149.0,Aluminum
1590746,203150.0,Other
1590920,203157.0,Brass
1590941,203158.0,Composite
1591037,203162.0,Stainless Steel
1591102,203165.0,Metal
1591115,203166.0,Steel
1591135,203167.0,Polypropylene
1591201,203169.0,Wood solids and veneers over engineered wood ssubstrate
1591282,203173.0,Aluminum
1591295,203174.0,Galvanized Steel
1591437,203180.0,Wood
1591453,203182.0,Galvanized Steel
1591560,203186.0,Brass
1591698,203193.0,PVC
1591849,203201.0,Steel
1591876,203202.0,Metal
1592047,203211.0,Stainless Steel
1592105,203214.0,Vitreous China
1592181,203221.0,Acrylic
1592267,203224.0,Copper
1592289,203225.0,Wood
1592302,203226.0,Composite
1592303,203226.0,Cast polymers
1592367,203228.0,Nylon
1592387,203229.0,PVC
1592455,203232.0,Vinyl
1592471,203233.0,Resin
1592493,203234.0,Pine
1592523,203235.0,Steel
1592611,203240.0,Steel
1592778,203248.0,Vinyl
1592814,203249.0,Polyester
1593023,203259.0,Stainless steel
1593041,203260.0,Metal
1593105,203262.0,Vinyl
1593144,203264.0,Steel
1593145,203264.0,SS/Ceramic
1593164,203265.0,Stone
1593184,203266.0,Fabric
1593274,203271.0,Metal
1593307,203272.0,Aluminum
1593339,203275.0,Aluminum
1593443,203280.0,"Steel, copper, aluminum"
1593519,203283.0,Zinc
1593535,203284.0,Wood
1593566,203285.0,Vinyl
1593585,203286.0,Fiberglass
1593606,203287.0,Polyurethane
1593687,203290.0,Steel
1593767,203294.0,Plastic
1593804,203296.0,Steel
1593842,203298.0,Wood
1593941,203301.0,Plastic
1593958,203302.0,Brass
1594012,203305.0,Stainless Steel
1594055,203306.0,Metal
1594134,203310.0,Steel
1594154,203311.0,Cotton
1594242,203315.0,Plastic
1594268,203316.0,Plastic
1594348,203318.0,Wood
1594387,203320.0,Fabric
1594468,203325.0,Copper piping and accessories.
1594490,203326.0,Metal
1594504,203327.0,Aluminum
1594521,203328.0,Glass
1594662,203333.0,Composite
1594766,203339.0,Vitreous China
1594788,203340.0,Wood
1594804,203341.0,Steel
1594898,203346.0,Brass
1594978,203350.0,Steel
1594991,203351.0,Wood
1595078,203356.0,Plastic
1595106,203359.0,Glass
1595127,203361.0,PVC
1595186,203366.0,Vinyl
1595399,203374.0,Medium Density Fiberboard (MDF)
1595467,203376.0,Wood
1595494,203377.0,Plastic
1595585,203380.0,Metal
1595609,203381.0,Wood
1595751,203387.0,Plastic
1595768,203388.0,Metal
1595851,203392.0,Steel
1595916,203396.0,Plastic
1595931,203397.0,Metal
1596002,203400.0,Acrylic
1596033,203401.0,Metal
1596190,203407.0,Plastic
1596214,203409.0,Other
1596273,203411.0,Vitreous China
1596298,203412.0,Plastic
1596356,203415.0,Metal
1596436,203419.0,"stainless steel, plastic"
1596567,203427.0,Fabric
1596713,203433.0,Stainless Steel
1596733,203435.0,Solid Brass
1596752,203436.0,Steel
1596773,203437.0,Metal
1596914,203442.0,Stainless Steel
1596988,203446.0,Stainless Steel
1597065,203449.0,Plastic
1597245,203456.0,Copper
1597374,203462.0,Vinyl
1597528,203468.0,Fiberglass
1597668,203475.0,Plastic
1597764,203479.0,Steel
1597815,203481.0,Steel
1597896,203487.0,Vinyl
1597990,203491.0,Steel
1598095,203495.0,Stainless Steel
1598179,203499.0,Polycarbonate
1598244,203501.0,Fiberglass
1598366,203507.0,Solid Brass
1598387,203508.0,PVC
1598456,203512.0,Steel
1598472,203513.0,Brass
1598473,203513.0,Metal
1598507,203514.0,Fabric
1598606,203519.0,Steel
1598688,203523.0,Polyurethane
1598814,203528.0,Laminate
1598861,203529.0,Steel
1599048,203541.0,Polyethylene
1599083,203543.0,Steel
1599100,203544.0,Steel
1599143,203546.0,Plastic
1599262,203551.0,Granite
1599279,203552.0,Wood
1599323,203555.0,Cast Metal
1599443,203563.0,Metal
1599462,203564.0,Plastic
1599479,203565.0,Galvanized Steel
1599546,203569.0,Aluminum
1599613,203573.0,Glass
1599684,203578.0,Metal
1599725,203580.0,Steel
1599764,203581.0,Wood
1599806,203583.0,Brass
1599828,203584.0,Wood
1600043,203592.0,Fiberglass
1600176,203597.0,Steel
1600194,203598.0,Plastic
1600370,203604.0,Laminate
1600421,203606.0,Aluminum
1600474,203609.0,Quartz
1600542,203613.0,Aluminum
1600608,203617.0,"stainless steel, rosewood"
1600700,203623.0,Aluminum
1600748,203625.0,Wood
1600957,203632.0,Composite
1601094,203638.0,Laminate
1601110,203639.0,Steel
1601129,203640.0,Metal
1601154,203641.0,Brass
1601204,203643.0,Plastic
1601225,203644.0,Alloy
1601305,203648.0,Aluminum
1601352,203650.0,Cast Metal
1601380,203651.0,Acrylic
1601501,203658.0,Metal
1601547,203660.0,Vitreous China
1601585,203662.0,Metal
1601600,203663.0,Chrome
1601617,203664.0,Cast Metal
1601646,203665.0,Vitreous China
1601731,203669.0,Zinc
1601732,203669.0,Brass and Zinc
1601742,203671.0,Steel
1601780,203673.0,Steel
1601793,203674.0,Brass
1601994,203683.0,Cast Metal
1602010,203684.0,Steel
1602063,203687.0,Brass
1602128,203691.0,21% Polyester - 79% Pvc
1602211,203694.0,Granite
1602242,203696.0,Laminate
1602243,203696.0,HDF Core Board
1602261,203697.0,Polyethylene
1602280,203698.0,Aluminum
1602445,203705.0,Plastic
1602470,203706.0,Steel
1602494,203708.0,PVC
1602547,203710.0,Vinyl
1602624,203714.0,Laminate
1602697,203717.0,Other
1602761,203721.0,Polyester
1602800,203724.0,Fiberglass
1602851,203726.0,Wood
1602891,203730.0,Plastic
1602920,203731.0,Composite
1602956,203732.0,Composite
1602970,203733.0,Composite
1603005,203734.0,Stainless Steel
1603059,203736.0,Cast Metal
1603149,203740.0,Steel
1603162,203741.0,Fabric
1603209,203743.0,Aluminum
1603235,203744.0,Laminate
1603363,203748.0,Metal
1603420,203751.0,Galvanized Steel
1603472,203753.0,Plastic
1603549,203756.0,Polyurethane
1603584,203760.0,Steel
1603606,203761.0,Composite
1603813,203769.0,Hard plastic
1603865,203771.0,Fabric
1603909,203773.0,Vitreous China
1604052,203778.0,Stainless Steel
1604233,203787.0,Steel
1604248,203788.0,Steel
1604264,203789.0,Wood
1604297,203790.0,Vitreous China
1604339,203792.0,Polypropylene
1604340,203792.0,Metal
1604363,203793.0,Rubber
1604378,203794.0,Steel
1604395,203795.0,Galvanized Steel
1604413,203796.0,Galvanized Steel
1604527,203800.0,Acrylic
1604552,203801.0,Plastic
1604591,203803.0,Steel
1604686,203808.0,Pine
1604756,203810.0,Fiberglass
1604831,203812.0,Steel
1604884,203814.0,Faux Leather
1604988,203822.0,Plastic
1605000,203823.0,Stainless Steel
1605044,203826.0,ABS Plastic and Chrome
1605142,203831.0,Plastic
1605189,203833.0,Bronze
1605224,203836.0,Laminate
1605225,203836.0,High Density Fiberboard (HDF)
1605358,203841.0,Nylon Pile
1605399,203843.0,Nylon
1605532,203848.0,Composite
1605699,203856.0,Steel
1605871,203862.0,Other
1605872,203862.0,Marble
1605907,203864.0,Metal
1605943,203866.0,Laminate
1605944,203866.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
